code,country,year,hospital_stay_length
DEU,Germany,2002,5.4
DEU,Germany,2002,6.3
DEU,Germany,2002,3.9
DEU,Germany,2002,5.3
DEU,Germany,2002,4.1
DEU,Germany,2002,11.3
DEU,Germany,2002,3.7
DEU,Germany,2002,13.3
DEU,Germany,2002,10.8
DEU,Germany,2002,19.9
DEU,Germany,2002,11.9
DEU,Germany,2002,9.1
DEU,Germany,2002,9.5
DEU,Germany,2002,4.6
DEU,Germany,2002,4.8
DEU,Germany,2002,6.0
DEU,Germany,2002,4.2
DEU,Germany,2002,10.8
DEU,Germany,2002,7.2
DEU,Germany,2002,7.6
DEU,Germany,2002,6.6
DEU,Germany,2002,4.1
DEU,Germany,2002,14.4
DEU,Germany,2002,26.9
DEU,Germany,2002,8.1
DEU,Germany,2003,4.1
DEU,Germany,2003,7.4
DEU,Germany,2003,5.1
DEU,Germany,2003,4.1
DEU,Germany,2003,2.6
DEU,Germany,2003,5.9
DEU,Germany,2003,5.6
DEU,Germany,2003,3.6
DEU,Germany,2003,6.2
DEU,Germany,2003,5.3
DEU,Germany,2003,2.0
DEU,Germany,2003,5.0
DEU,Germany,2003,5.4
DEU,Germany,2003,5.4
DEU,Germany,2003,13.7
DEU,Germany,2003,4.3
DEU,Germany,2003,7.1
DEU,Germany,2003,8.9
DEU,Germany,2003,15.4
DEU,Germany,2003,6.4
DEU,Germany,2003,6.7
DEU,Germany,2003,14.9
DEU,Germany,2003,16.0
DEU,Germany,2003,8.9
DEU,Germany,2003,4.5
DEU,Germany,2003,10.0
DEU,Germany,2003,2.0
DEU,Germany,2003,9.1
DEU,Germany,2003,4.2
DEU,Germany,2003,2.8
DEU,Germany,2003,19.8
DEU,Germany,2003,12.9
DEU,Germany,2003,8.2
DEU,Germany,2003,8.7
DEU,Germany,2003,39.6
DEU,Germany,2003,36.4
DEU,Germany,2003,26.5
DEU,Germany,2003,9.4
DEU,Germany,2003,19.2
DEU,Germany,2003,16.2
DEU,Germany,2003,15.6
DEU,Germany,2003,11.1
DEU,Germany,2003,14.3
DEU,Germany,2003,8.8
DEU,Germany,2003,26.3
DEU,Germany,2003,9.9
DEU,Germany,2003,9.1
DEU,Germany,2003,11.1
DEU,Germany,2003,6.2
DEU,Germany,2003,8.5
DEU,Germany,2003,7.6
DEU,Germany,2003,13.3
DEU,Germany,2003,8.9
DEU,Germany,2003,11.5
DEU,Germany,2003,6.1
DEU,Germany,2003,6.9
DEU,Germany,2003,15.9
DEU,Germany,2003,13.0
DEU,Germany,2003,8.1
DEU,Germany,2003,7.4
DEU,Germany,2003,4.7
DEU,Germany,2003,5.8
DEU,Germany,2003,12.6
DEU,Germany,2003,9.4
DEU,Germany,2003,5.9
DEU,Germany,2003,11.8
DEU,Germany,2003,16.8
DEU,Germany,2003,15.2
DEU,Germany,2003,5.0
DEU,Germany,2003,10.6
DEU,Germany,2003,13.9
DEU,Germany,2003,8.4
DEU,Germany,2003,13.1
DEU,Germany,2003,6.3
DEU,Germany,2003,10.9
DEU,Germany,2003,9.7
DEU,Germany,2003,5.8
DEU,Germany,2003,6.8
DEU,Germany,2003,10.9
DEU,Germany,2003,9.0
DEU,Germany,2003,7.6
DEU,Germany,2003,11.9
DEU,Germany,2003,12.8
DEU,Germany,2003,11.0
DEU,Germany,2003,13.0
DEU,Germany,2003,11.0
DEU,Germany,2003,8.5
DEU,Germany,2003,15.5
DEU,Germany,2003,9.2
DEU,Germany,2003,10.8
DEU,Germany,2003,4.5
DEU,Germany,2003,30.1
DEU,Germany,2003,14.9
DEU,Germany,2003,8.6
DEU,Germany,2003,6.5
DEU,Germany,2003,10.7
DEU,Germany,2003,12.8
DEU,Germany,2003,16.5
DEU,Germany,2003,13.8
DEU,Germany,2003,19.3
DEU,Germany,2003,16.3
DEU,Germany,2003,11.8
DEU,Germany,2003,7.9
DEU,Germany,2003,17.4
DEU,Germany,2003,12.9
DEU,Germany,2003,9.9
DEU,Germany,2003,12.9
DEU,Germany,2003,9.1
DEU,Germany,2003,13.7
DEU,Germany,2003,12.2
DEU,Germany,2003,8.0
DEU,Germany,2003,9.3
DEU,Germany,2003,11.3
DEU,Germany,2003,5.7
DEU,Germany,2003,6.9
DEU,Germany,2003,8.0
DEU,Germany,2003,12.0
DEU,Germany,2003,5.6
DEU,Germany,2003,11.2
DEU,Germany,2003,6.5
DEU,Germany,2003,6.1
DEU,Germany,2003,5.4
DEU,Germany,2003,4.2
DEU,Germany,2003,5.1
DEU,Germany,2003,8.1
DEU,Germany,2003,4.4
DEU,Germany,2003,5.9
DEU,Germany,2003,3.6
DEU,Germany,2003,11.3
DEU,Germany,2003,3.6
DEU,Germany,2003,13.1
DEU,Germany,2003,19.6
DEU,Germany,2003,19.6
DEU,Germany,2003,11.5
DEU,Germany,2003,9.4
DEU,Germany,2003,9.9
DEU,Germany,2003,5.7
DEU,Germany,2003,4.8
DEU,Germany,2003,5.7
DEU,Germany,2003,3.9
DEU,Germany,2003,21.5
DEU,Germany,2003,7.1
DEU,Germany,2003,8.0
DEU,Germany,2003,7.1
DEU,Germany,2003,3.8
DEU,Germany,2003,14.3
DEU,Germany,2003,25.7
DEU,Germany,2003,8.0
DEU,Germany,2004,3.7
DEU,Germany,2004,7.0
DEU,Germany,2004,5.0
DEU,Germany,2004,4.1
DEU,Germany,2004,2.6
DEU,Germany,2004,5.6
DEU,Germany,2004,5.4
DEU,Germany,2004,3.9
DEU,Germany,2004,6.2
DEU,Germany,2004,5.2
DEU,Germany,2004,2.1
DEU,Germany,2004,4.9
DEU,Germany,2004,5.0
DEU,Germany,2004,5.5
DEU,Germany,2004,13.5
DEU,Germany,2004,4.2
DEU,Germany,2004,6.8
DEU,Germany,2004,8.6
DEU,Germany,2004,14.7
DEU,Germany,2004,6.4
DEU,Germany,2004,6.4
DEU,Germany,2004,14.1
DEU,Germany,2004,15.3
DEU,Germany,2004,8.4
DEU,Germany,2004,4.1
DEU,Germany,2004,9.6
DEU,Germany,2004,2.1
DEU,Germany,2004,8.5
DEU,Germany,2004,4.1
DEU,Germany,2004,2.7
DEU,Germany,2004,18.7
DEU,Germany,2004,11.5
DEU,Germany,2004,7.8
DEU,Germany,2004,8.2
DEU,Germany,2004,37.0
DEU,Germany,2004,34.9
DEU,Germany,2004,24.8
DEU,Germany,2004,8.8
DEU,Germany,2004,17.7
DEU,Germany,2004,15.1
DEU,Germany,2004,15.0
DEU,Germany,2004,10.9
DEU,Germany,2004,14.0
DEU,Germany,2004,8.5
DEU,Germany,2004,25.0
DEU,Germany,2004,9.6
DEU,Germany,2004,8.6
DEU,Germany,2004,10.8
DEU,Germany,2004,6.6
DEU,Germany,2004,8.1
DEU,Germany,2004,7.3
DEU,Germany,2004,13.3
DEU,Germany,2004,8.6
DEU,Germany,2004,11.0
DEU,Germany,2004,5.8
DEU,Germany,2004,6.6
DEU,Germany,2004,14.9
DEU,Germany,2004,12.6
DEU,Germany,2004,7.8
DEU,Germany,2004,6.8
DEU,Germany,2004,4.8
DEU,Germany,2004,5.5
DEU,Germany,2004,12.3
DEU,Germany,2004,9.1
DEU,Germany,2004,5.3
DEU,Germany,2004,11.2
DEU,Germany,2004,16.7
DEU,Germany,2004,14.5
DEU,Germany,2004,4.7
DEU,Germany,2004,10.4
DEU,Germany,2004,13.4
DEU,Germany,2004,7.9
DEU,Germany,2004,12.6
DEU,Germany,2004,5.8
DEU,Germany,2004,10.7
DEU,Germany,2004,10.4
DEU,Germany,2004,5.4
DEU,Germany,2004,6.6
DEU,Germany,2004,10.6
DEU,Germany,2004,8.3
DEU,Germany,2004,7.3
DEU,Germany,2004,12.2
DEU,Germany,2004,12.5
DEU,Germany,2004,11.4
DEU,Germany,2004,13.3
DEU,Germany,2004,10.2
DEU,Germany,2004,7.8
DEU,Germany,2004,14.1
DEU,Germany,2004,8.8
DEU,Germany,2004,10.5
DEU,Germany,2004,4.3
DEU,Germany,2004,30.5
DEU,Germany,2004,14.7
DEU,Germany,2004,8.3
DEU,Germany,2004,6.2
DEU,Germany,2004,10.2
DEU,Germany,2004,11.9
DEU,Germany,2004,15.3
DEU,Germany,2004,13.3
DEU,Germany,2004,18.4
DEU,Germany,2004,16.0
DEU,Germany,2004,11.2
DEU,Germany,2004,7.3
DEU,Germany,2004,16.4
DEU,Germany,2004,12.3
DEU,Germany,2004,9.4
DEU,Germany,2004,12.5
DEU,Germany,2004,8.6
DEU,Germany,2004,13.3
DEU,Germany,2004,11.4
DEU,Germany,2004,7.8
DEU,Germany,2004,8.9
DEU,Germany,2004,11.2
DEU,Germany,2004,5.4
DEU,Germany,2004,6.8
DEU,Germany,2004,7.6
DEU,Germany,2004,11.8
DEU,Germany,2004,5.5
DEU,Germany,2004,10.7
DEU,Germany,2004,6.4
DEU,Germany,2004,6.0
DEU,Germany,2004,4.8
DEU,Germany,2004,4.3
DEU,Germany,2004,4.3
DEU,Germany,2004,4.5
DEU,Germany,2004,9.6
DEU,Germany,2004,4.0
DEU,Germany,2004,5.6
DEU,Germany,2004,3.4
DEU,Germany,2004,10.6
DEU,Germany,2004,3.3
DEU,Germany,2004,12.7
DEU,Germany,2004,25.7
DEU,Germany,2004,18.7
DEU,Germany,2004,10.9
DEU,Germany,2004,9.1
DEU,Germany,2004,9.5
DEU,Germany,2004,5.5
DEU,Germany,2004,4.5
DEU,Germany,2004,5.6
DEU,Germany,2004,3.5
DEU,Germany,2004,16.1
DEU,Germany,2004,6.7
DEU,Germany,2004,7.7
DEU,Germany,2004,6.3
DEU,Germany,2004,3.4
DEU,Germany,2004,12.0
DEU,Germany,2004,21.9
DEU,Germany,2004,7.1
DEU,Germany,2005,6.5
DEU,Germany,2005,3.6
DEU,Germany,2005,6.6
DEU,Germany,2005,4.8
DEU,Germany,2005,4.1
DEU,Germany,2005,2.6
DEU,Germany,2005,5.5
DEU,Germany,2005,5.1
DEU,Germany,2005,4.0
DEU,Germany,2005,6.2
DEU,Germany,2005,5.0
DEU,Germany,2005,2.2
DEU,Germany,2005,5.0
DEU,Germany,2005,4.8
DEU,Germany,2005,5.4
DEU,Germany,2005,13.3
DEU,Germany,2005,4.3
DEU,Germany,2005,6.8
DEU,Germany,2005,8.5
DEU,Germany,2005,14.6
DEU,Germany,2005,6.5
DEU,Germany,2005,6.5
DEU,Germany,2005,13.9
DEU,Germany,2005,14.9
DEU,Germany,2005,8.2
DEU,Germany,2005,3.9
DEU,Germany,2005,9.4
DEU,Germany,2005,1.9
DEU,Germany,2005,8.6
DEU,Germany,2005,4.1
DEU,Germany,2005,2.6
DEU,Germany,2005,18.9
DEU,Germany,2005,11.0
DEU,Germany,2005,8.3
DEU,Germany,2005,7.9
DEU,Germany,2005,35.8
DEU,Germany,2005,34.7
DEU,Germany,2005,24.3
DEU,Germany,2005,8.8
DEU,Germany,2005,16.7
DEU,Germany,2005,14.4
DEU,Germany,2005,14.5
DEU,Germany,2005,10.9
DEU,Germany,2005,13.9
DEU,Germany,2005,8.3
DEU,Germany,2005,24.4
DEU,Germany,2005,9.5
DEU,Germany,2005,8.5
DEU,Germany,2005,10.7
DEU,Germany,2005,6.9
DEU,Germany,2005,7.7
DEU,Germany,2005,7.5
DEU,Germany,2005,13.1
DEU,Germany,2005,8.5
DEU,Germany,2005,11.5
DEU,Germany,2005,5.8
DEU,Germany,2005,6.5
DEU,Germany,2005,15.1
DEU,Germany,2005,12.5
DEU,Germany,2005,7.8
DEU,Germany,2005,6.9
DEU,Germany,2005,4.9
DEU,Germany,2005,5.3
DEU,Germany,2005,12.0
DEU,Germany,2005,9.0
DEU,Germany,2005,5.0
DEU,Germany,2005,10.8
DEU,Germany,2005,16.9
DEU,Germany,2005,14.2
DEU,Germany,2005,4.8
DEU,Germany,2005,10.5
DEU,Germany,2005,13.0
DEU,Germany,2005,7.7
DEU,Germany,2005,12.3
DEU,Germany,2005,5.9
DEU,Germany,2005,11.1
DEU,Germany,2005,10.5
DEU,Germany,2005,5.2
DEU,Germany,2005,6.5
DEU,Germany,2005,10.6
DEU,Germany,2005,7.7
DEU,Germany,2005,7.0
DEU,Germany,2005,12.1
DEU,Germany,2005,12.2
DEU,Germany,2005,11.2
DEU,Germany,2005,12.5
DEU,Germany,2005,9.7
DEU,Germany,2005,7.6
DEU,Germany,2005,13.2
DEU,Germany,2005,8.7
DEU,Germany,2005,10.6
DEU,Germany,2005,4.5
DEU,Germany,2005,29.5
DEU,Germany,2005,14.8
DEU,Germany,2005,8.3
DEU,Germany,2005,6.4
DEU,Germany,2005,10.2
DEU,Germany,2005,11.9
DEU,Germany,2005,14.6
DEU,Germany,2005,13.1
DEU,Germany,2005,17.9
DEU,Germany,2005,15.6
DEU,Germany,2005,10.9
DEU,Germany,2005,7.1
DEU,Germany,2005,15.8
DEU,Germany,2005,12.2
DEU,Germany,2005,9.4
DEU,Germany,2005,12.5
DEU,Germany,2005,8.6
DEU,Germany,2005,13.1
DEU,Germany,2005,11.5
DEU,Germany,2005,7.8
DEU,Germany,2005,8.8
DEU,Germany,2005,11.4
DEU,Germany,2005,5.3
DEU,Germany,2005,7.1
DEU,Germany,2005,4.5
DEU,Germany,2005,7.5
DEU,Germany,2005,11.7
DEU,Germany,2005,5.5
DEU,Germany,2005,10.4
DEU,Germany,2005,6.2
DEU,Germany,2005,5.9
DEU,Germany,2005,4.1
DEU,Germany,2005,4.2
DEU,Germany,2005,5.3
DEU,Germany,2005,10.8
DEU,Germany,2005,3.7
DEU,Germany,2005,5.6
DEU,Germany,2005,3.5
DEU,Germany,2005,10.6
DEU,Germany,2005,3.4
DEU,Germany,2005,12.8
DEU,Germany,2005,27.3
DEU,Germany,2005,18.5
DEU,Germany,2005,10.8
DEU,Germany,2005,9.0
DEU,Germany,2005,9.5
DEU,Germany,2005,5.5
DEU,Germany,2005,4.5
DEU,Germany,2005,5.5
DEU,Germany,2005,3.5
DEU,Germany,2005,17.6
DEU,Germany,2005,6.5
DEU,Germany,2005,7.5
DEU,Germany,2005,5.9
DEU,Germany,2005,3.4
DEU,Germany,2005,10.9
DEU,Germany,2005,21.3
DEU,Germany,2006,6.5
DEU,Germany,2006,3.5
DEU,Germany,2006,6.4
DEU,Germany,2006,4.7
DEU,Germany,2006,3.9
DEU,Germany,2006,2.6
DEU,Germany,2006,5.4
DEU,Germany,2006,5.0
DEU,Germany,2006,3.9
DEU,Germany,2006,5.9
DEU,Germany,2006,4.9
DEU,Germany,2006,2.3
DEU,Germany,2006,4.9
DEU,Germany,2006,4.7
DEU,Germany,2006,5.3
DEU,Germany,2006,13.2
DEU,Germany,2006,4.2
DEU,Germany,2006,6.8
DEU,Germany,2006,8.1
DEU,Germany,2006,14.6
DEU,Germany,2006,6.4
DEU,Germany,2006,6.2
DEU,Germany,2006,13.4
DEU,Germany,2006,14.6
DEU,Germany,2006,8.0
DEU,Germany,2006,3.7
DEU,Germany,2006,9.2
DEU,Germany,2006,1.9
DEU,Germany,2006,8.9
DEU,Germany,2006,3.9
DEU,Germany,2006,2.4
DEU,Germany,2006,18.4
DEU,Germany,2006,11.1
DEU,Germany,2006,7.8
DEU,Germany,2006,7.5
DEU,Germany,2006,35.3
DEU,Germany,2006,34.9
DEU,Germany,2006,24.2
DEU,Germany,2006,8.9
DEU,Germany,2006,16.7
DEU,Germany,2006,14.2
DEU,Germany,2006,14.8
DEU,Germany,2006,10.7
DEU,Germany,2006,13.7
DEU,Germany,2006,8.2
DEU,Germany,2006,24.5
DEU,Germany,2006,9.3
DEU,Germany,2006,8.1
DEU,Germany,2006,10.9
DEU,Germany,2006,6.7
DEU,Germany,2006,7.2
DEU,Germany,2006,7.3
DEU,Germany,2006,12.9
DEU,Germany,2006,8.4
DEU,Germany,2006,11.5
DEU,Germany,2006,5.8
DEU,Germany,2006,6.5
DEU,Germany,2006,15.2
DEU,Germany,2006,12.1
DEU,Germany,2006,7.6
DEU,Germany,2006,6.6
DEU,Germany,2006,4.7
DEU,Germany,2006,5.0
DEU,Germany,2006,11.9
DEU,Germany,2006,8.9
DEU,Germany,2006,4.9
DEU,Germany,2006,10.7
DEU,Germany,2006,16.7
DEU,Germany,2006,14.0
DEU,Germany,2006,4.7
DEU,Germany,2006,10.5
DEU,Germany,2006,12.8
DEU,Germany,2006,7.5
DEU,Germany,2006,12.2
DEU,Germany,2006,7.3
DEU,Germany,2006,5.7
DEU,Germany,2006,11.2
DEU,Germany,2006,10.4
DEU,Germany,2006,4.8
DEU,Germany,2006,6.4
DEU,Germany,2006,10.5
DEU,Germany,2006,6.6
DEU,Germany,2006,12.0
DEU,Germany,2006,11.9
DEU,Germany,2006,11.3
DEU,Germany,2006,12.4
DEU,Germany,2006,9.3
DEU,Germany,2006,7.2
DEU,Germany,2006,13.7
DEU,Germany,2006,8.7
DEU,Germany,2006,10.4
DEU,Germany,2006,4.3
DEU,Germany,2006,28.5
DEU,Germany,2006,14.9
DEU,Germany,2006,8.2
DEU,Germany,2006,6.4
DEU,Germany,2006,10.1
DEU,Germany,2006,11.5
DEU,Germany,2006,14.0
DEU,Germany,2006,12.8
DEU,Germany,2006,17.4
DEU,Germany,2006,15.4
DEU,Germany,2006,10.5
DEU,Germany,2006,6.8
DEU,Germany,2006,15.5
DEU,Germany,2006,11.9
DEU,Germany,2006,9.1
DEU,Germany,2006,12.2
DEU,Germany,2006,8.5
DEU,Germany,2006,13.1
DEU,Germany,2006,11.3
DEU,Germany,2006,7.6
DEU,Germany,2006,8.7
DEU,Germany,2006,11.1
DEU,Germany,2006,5.1
DEU,Germany,2006,7.0
DEU,Germany,2006,4.2
DEU,Germany,2006,7.3
DEU,Germany,2006,11.6
DEU,Germany,2006,5.4
DEU,Germany,2006,10.2
DEU,Germany,2006,6.1
DEU,Germany,2006,5.8
DEU,Germany,2006,4.1
DEU,Germany,2006,4.0
DEU,Germany,2006,4.5
DEU,Germany,2006,12.3
DEU,Germany,2006,3.5
DEU,Germany,2006,6.0
DEU,Germany,2006,2.9
DEU,Germany,2006,10.3
DEU,Germany,2006,3.1
DEU,Germany,2006,12.5
DEU,Germany,2006,27.9
DEU,Germany,2006,18.1
DEU,Germany,2006,10.5
DEU,Germany,2006,8.9
DEU,Germany,2006,9.3
DEU,Germany,2006,5.4
DEU,Germany,2006,4.3
DEU,Germany,2006,5.4
DEU,Germany,2006,3.3
DEU,Germany,2006,10.7
DEU,Germany,2006,6.3
DEU,Germany,2006,7.4
DEU,Germany,2006,5.5
DEU,Germany,2006,3.3
DEU,Germany,2006,10.8
DEU,Germany,2006,21.3
DEU,Germany,2007,6.3
DEU,Germany,2007,3.4
DEU,Germany,2007,6.1
DEU,Germany,2007,4.7
DEU,Germany,2007,2.5
DEU,Germany,2007,5.2
DEU,Germany,2007,4.9
DEU,Germany,2007,3.9
DEU,Germany,2007,5.7
DEU,Germany,2007,4.8
DEU,Germany,2007,2.3
DEU,Germany,2007,4.8
DEU,Germany,2007,4.5
DEU,Germany,2007,5.2
DEU,Germany,2007,12.1
DEU,Germany,2007,4.1
DEU,Germany,2007,6.6
DEU,Germany,2007,7.8
DEU,Germany,2007,14.8
DEU,Germany,2007,6.2
DEU,Germany,2007,6.0
DEU,Germany,2007,13.3
DEU,Germany,2007,15.2
DEU,Germany,2007,8.0
DEU,Germany,2007,3.5
DEU,Germany,2007,9.1
DEU,Germany,2007,1.9
DEU,Germany,2007,10.1
DEU,Germany,2007,3.8
DEU,Germany,2007,2.3
DEU,Germany,2007,18.2
DEU,Germany,2007,10.9
DEU,Germany,2007,7.3
DEU,Germany,2007,7.2
DEU,Germany,2007,35.6
DEU,Germany,2007,35.3
DEU,Germany,2007,24.4
DEU,Germany,2007,9.4
DEU,Germany,2007,16.5
DEU,Germany,2007,14.2
DEU,Germany,2007,15.1
DEU,Germany,2007,10.5
DEU,Germany,2007,13.4
DEU,Germany,2007,8.0
DEU,Germany,2007,24.7
DEU,Germany,2007,9.1
DEU,Germany,2007,7.9
DEU,Germany,2007,10.8
DEU,Germany,2007,6.4
DEU,Germany,2007,6.8
DEU,Germany,2007,7.2
DEU,Germany,2007,12.8
DEU,Germany,2007,8.2
DEU,Germany,2007,11.4
DEU,Germany,2007,5.5
DEU,Germany,2007,6.3
DEU,Germany,2007,12.3
DEU,Germany,2007,16.7
DEU,Germany,2007,12.3
DEU,Germany,2007,7.4
DEU,Germany,2007,6.5
DEU,Germany,2007,4.7
DEU,Germany,2007,5.0
DEU,Germany,2007,9.0
DEU,Germany,2007,4.8
DEU,Germany,2007,10.6
DEU,Germany,2007,16.5
DEU,Germany,2007,13.3
DEU,Germany,2007,4.6
DEU,Germany,2007,10.4
DEU,Germany,2007,12.5
DEU,Germany,2007,7.2
DEU,Germany,2007,11.9
DEU,Germany,2007,7.1
DEU,Germany,2007,5.5
DEU,Germany,2007,11.0
DEU,Germany,2007,10.1
DEU,Germany,2007,4.7
DEU,Germany,2007,6.1
DEU,Germany,2007,10.4
DEU,Germany,2007,6.5
DEU,Germany,2007,11.7
DEU,Germany,2007,12.0
DEU,Germany,2007,11.3
DEU,Germany,2007,12.5
DEU,Germany,2007,9.6
DEU,Germany,2007,6.9
DEU,Germany,2007,14.6
DEU,Germany,2007,8.7
DEU,Germany,2007,10.3
DEU,Germany,2007,6.4
DEU,Germany,2007,4.3
DEU,Germany,2007,28.7
DEU,Germany,2007,14.8
DEU,Germany,2007,8.1
DEU,Germany,2007,10.1
DEU,Germany,2007,11.2
DEU,Germany,2007,13.8
DEU,Germany,2007,12.8
DEU,Germany,2007,17.1
DEU,Germany,2007,15.3
DEU,Germany,2007,10.1
DEU,Germany,2007,6.5
DEU,Germany,2007,14.9
DEU,Germany,2007,11.5
DEU,Germany,2007,8.9
DEU,Germany,2007,11.9
DEU,Germany,2007,8.3
DEU,Germany,2007,12.5
DEU,Germany,2007,11.0
DEU,Germany,2007,7.4
DEU,Germany,2007,8.7
DEU,Germany,2007,10.9
DEU,Germany,2007,5.0
DEU,Germany,2007,6.9
DEU,Germany,2007,3.8
DEU,Germany,2007,7.1
DEU,Germany,2007,11.2
DEU,Germany,2007,5.3
DEU,Germany,2007,10.0
DEU,Germany,2007,6.0
DEU,Germany,2007,5.6
DEU,Germany,2007,4.0
DEU,Germany,2007,3.9
DEU,Germany,2007,3.9
DEU,Germany,2007,13.6
DEU,Germany,2007,3.5
DEU,Germany,2007,6.4
DEU,Germany,2007,2.8
DEU,Germany,2007,10.0
DEU,Germany,2007,3.1
DEU,Germany,2007,12.6
DEU,Germany,2007,31.3
DEU,Germany,2007,18.0
DEU,Germany,2007,10.4
DEU,Germany,2007,8.8
DEU,Germany,2007,9.3
DEU,Germany,2007,5.3
DEU,Germany,2007,4.2
DEU,Germany,2007,5.3
DEU,Germany,2007,3.2
DEU,Germany,2007,21.0
DEU,Germany,2007,6.2
DEU,Germany,2007,7.2
DEU,Germany,2007,5.8
DEU,Germany,2007,3.2
DEU,Germany,2007,3.8
DEU,Germany,2007,10.4
DEU,Germany,2007,20.8
DEU,Germany,2008,6.0
DEU,Germany,2008,3.3
DEU,Germany,2008,5.9
DEU,Germany,2008,4.5
DEU,Germany,2008,2.5
DEU,Germany,2008,5.1
DEU,Germany,2008,4.8
DEU,Germany,2008,3.7
DEU,Germany,2008,5.5
DEU,Germany,2008,4.7
DEU,Germany,2008,2.3
DEU,Germany,2008,4.7
DEU,Germany,2008,4.3
DEU,Germany,2008,5.1
DEU,Germany,2008,11.7
DEU,Germany,2008,4.0
DEU,Germany,2008,6.5
DEU,Germany,2008,7.5
DEU,Germany,2008,14.2
DEU,Germany,2008,6.1
DEU,Germany,2008,5.8
DEU,Germany,2008,12.6
DEU,Germany,2008,14.1
DEU,Germany,2008,7.6
DEU,Germany,2008,3.2
DEU,Germany,2008,8.7
DEU,Germany,2008,1.6
DEU,Germany,2008,9.0
DEU,Germany,2008,3.8
DEU,Germany,2008,2.2
DEU,Germany,2008,17.5
DEU,Germany,2008,10.8
DEU,Germany,2008,7.2
DEU,Germany,2008,6.9
DEU,Germany,2008,34.6
DEU,Germany,2008,34.7
DEU,Germany,2008,23.8
DEU,Germany,2008,8.7
DEU,Germany,2008,16.1
DEU,Germany,2008,14.2
DEU,Germany,2008,15.0
DEU,Germany,2008,10.2
DEU,Germany,2008,13.0
DEU,Germany,2008,8.0
DEU,Germany,2008,24.2
DEU,Germany,2008,8.7
DEU,Germany,2008,7.8
DEU,Germany,2008,10.2
DEU,Germany,2008,6.1
DEU,Germany,2008,6.4
DEU,Germany,2008,7.0
DEU,Germany,2008,12.6
DEU,Germany,2008,8.1
DEU,Germany,2008,11.3
DEU,Germany,2008,5.3
DEU,Germany,2008,6.1
DEU,Germany,2008,11.4
DEU,Germany,2008,15.7
DEU,Germany,2008,11.8
DEU,Germany,2008,7.2
DEU,Germany,2008,6.2
DEU,Germany,2008,4.6
DEU,Germany,2008,4.9
DEU,Germany,2008,8.7
DEU,Germany,2008,4.7
DEU,Germany,2008,10.5
DEU,Germany,2008,16.5
DEU,Germany,2008,12.9
DEU,Germany,2008,4.4
DEU,Germany,2008,10.2
DEU,Germany,2008,12.0
DEU,Germany,2008,7.0
DEU,Germany,2008,11.7
DEU,Germany,2008,6.7
DEU,Germany,2008,5.3
DEU,Germany,2008,10.9
DEU,Germany,2008,10.1
DEU,Germany,2008,4.6
DEU,Germany,2008,5.9
DEU,Germany,2008,10.2
DEU,Germany,2008,6.5
DEU,Germany,2008,11.6
DEU,Germany,2008,11.8
DEU,Germany,2008,11.0
DEU,Germany,2008,12.5
DEU,Germany,2008,9.0
DEU,Germany,2008,6.5
DEU,Germany,2008,14.3
DEU,Germany,2008,8.4
DEU,Germany,2008,10.1
DEU,Germany,2008,6.3
DEU,Germany,2008,4.3
DEU,Germany,2008,27.0
DEU,Germany,2008,14.6
DEU,Germany,2008,7.9
DEU,Germany,2008,9.8
DEU,Germany,2008,10.8
DEU,Germany,2008,13.2
DEU,Germany,2008,12.3
DEU,Germany,2008,16.7
DEU,Germany,2008,15.0
DEU,Germany,2008,9.7
DEU,Germany,2008,6.2
DEU,Germany,2008,14.5
DEU,Germany,2008,10.8
DEU,Germany,2008,8.8
DEU,Germany,2008,11.5
DEU,Germany,2008,8.1
DEU,Germany,2008,6.7
DEU,Germany,2008,12.2
DEU,Germany,2008,10.7
DEU,Germany,2008,7.2
DEU,Germany,2008,8.6
DEU,Germany,2008,10.5
DEU,Germany,2008,4.7
DEU,Germany,2008,3.5
DEU,Germany,2008,6.8
DEU,Germany,2008,11.1
DEU,Germany,2008,5.2
DEU,Germany,2008,9.7
DEU,Germany,2008,5.7
DEU,Germany,2008,5.5
DEU,Germany,2008,3.8
DEU,Germany,2008,3.8
DEU,Germany,2008,3.7
DEU,Germany,2008,13.8
DEU,Germany,2008,3.3
DEU,Germany,2008,6.5
DEU,Germany,2008,2.6
DEU,Germany,2008,9.7
DEU,Germany,2008,3.0
DEU,Germany,2008,12.1
DEU,Germany,2008,26.9
DEU,Germany,2008,17.6
DEU,Germany,2008,10.3
DEU,Germany,2008,8.6
DEU,Germany,2008,9.0
DEU,Germany,2008,5.4
DEU,Germany,2008,3.9
DEU,Germany,2008,5.3
DEU,Germany,2008,3.1
DEU,Germany,2008,9.9
DEU,Germany,2008,6.0
DEU,Germany,2008,7.2
DEU,Germany,2008,5.3
DEU,Germany,2008,3.1
DEU,Germany,2008,3.7
DEU,Germany,2008,9.9
DEU,Germany,2008,20.5
DEU,Germany,2009,5.9
DEU,Germany,2009,3.2
DEU,Germany,2009,5.7
DEU,Germany,2009,4.3
DEU,Germany,2009,2.4
DEU,Germany,2009,5.0
DEU,Germany,2009,4.6
DEU,Germany,2009,3.7
DEU,Germany,2009,5.3
DEU,Germany,2009,4.6
DEU,Germany,2009,2.3
DEU,Germany,2009,4.6
DEU,Germany,2009,4.2
DEU,Germany,2009,4.9
